lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_en	manual_zh	full_cat_zh
franskur	lo	l	1367	1405	408863		Franskir	verkamenn neita að vinna meira en 35 stunda vinnuviku.		Franskir	verkamenn neita að vinna meira en 35 stunda vinnuviku.	franskʏr	Lýsingarorð	adj.	2K																					franskur  --  frönsk -- franskt	franskari -- franskari -- franskara	franskastur -- frönskust -- franskast			franskur.mp3	French	法语的	形容词
hvíla	so	s	1366	1406	434903	Við höfum aldrei getað látið þetta	hvíla	í friði.	Við höfum aldrei getað látið þetta	hvíla	í friði.	kʰviːla	Sagnorð	v.	2K	hvíli	hvílir	hvílir	hvíldi	hvíldir	hvíldi	hvílt																			hvíla.mp3	rest; lie, sleep	休息，放松；躺，睡	动词
burt	ao	a	1362	1407.5	495505	Atvinnuleysi er mein sem skera þarf	burt	.	Atvinnuleysi er mein sem skera þarf	burt	.	pœr̥t	Atviksorð	adv.	2K								burt																		burt.mp3	away	离开	副词
fangelsi	hk	nh	1362	1407.5	977	Slíkt getur varðað allt að sex ára	fangelsi	.	Slíkt getur varðað allt að sex ára	fangelsi	.	fauɲcɛlsɪ	Nafnorð	n.	2K									fangelsi	fangelsi	fangelsis	fangelsi	fangelsi	fangelsum	fangelsa											fangelsi.mp3	prison	监狱	名词
hættulegur	lo	l	1361	1409	390816	En það eru fleiri	hættulegir	vegir á þessu svæði.	En það eru fleiri	hættulegir	vegir á þessu svæði.	haihtʏlɛɣʏr	Lýsingarorð	adj.	2K																					hættulegur  --  hættuleg -- hættulegt	hættulegri -- hættulegri -- hættulegra	hættulegastur -- hættulegust -- hættulegast			hættulegur.mp3	dangerous	危险的	形容词
stækka	so	s	1360	1410	423612	Sumar stöðvar er ekkert hægt að	stækka	.	Sumar stöðvar er ekkert hægt að	stækka	.	staihka	Sagnorð	v.	2K	stækka	stækkar	stækkar	stækkaði	stækkaðir	stækkaði	stækkað																			stækka.mp3	enlarge, expand	扩大	动词
ósk	kvk	nv	1359	1411	10508	Ekki hefur verið brugðist við	óskum	þess efnis.	Ekki hefur verið brugðist við	óskum	þess efnis.	ousk	Nafnorð	f.	2K									ósk	ósk	óskar	óskir	óskir	óskum	óska											ósk.mp3	wish, request	希望，请求	名词
óháður	lo	l	1356	1412	176500	Lagt er til að skipuð verði þriggja manna	óháð	rannsóknarnefnd.	Lagt er til að skipuð verði þriggja manna	óháð	rannsóknarnefnd.	ouːhauðʏr	Lýsingarorð	adj.	2K																					óháður  --  óháð -- óháð	óháðari -- óháðari -- óháðara	óháðastur -- óháðust -- óháðast			óháður.mp3	independent	独立的	形容词
staddur	lo	l	1354	1413.5	389434	Nú erum við	stödd	í miðri ánni.	Nú erum við	stödd	í miðri ánni.	statʏr	Lýsingarorð	adj.	2K																					staddur  --  stödd -- statt					staddur.mp3	situated	位于	形容词
völlur	kk	nk	1354	1413.5	5715	Einn glæsilegasti	völlur	landsins er á Suðurlandi , Kiðjabergsvöllur.	Einn glæsilegasti	völlur	landsins er á Suðurlandi , Kiðjabergsvöllur.	vœtlʏr	Nafnorð	m.	2K									völl	velli	vallar	vellir	velli	völlum	valla											völlur.mp3	field, lawn; airport	田野，草坪；飞机场	名词
ýmist	st	c	1352	1415	495380	Hin skipin eru	ýmist	á heimleið eða komin heim.	Hin skipin eru	ýmist	á heimleið eða komin heim.	iːmɪst	Samtenging	conj.	2K								ýmist																		ýmist.mp3	either	...中的任何一个	连词
fagur	lo	l	1350	1416	164968	Íslenskt listalíf skartar sínu	fegursta	á annan í jólum.	Íslenskt listalíf skartar sínu	fegursta	á annan í jólum.	faːɣʏr	Lýsingarorð	adj.	2K																					fagur  --  fögur -- fagurt	fegurri -- fegurri -- fegurra	fegurstur -- fegurst -- fegurst			fagur.mp3	beautiful	美丽的	形容词
ennfremur	ao	a	1349	1417.5	506244	Menn velta	ennfremur	fyrir sér hvort ríkið standi í kennitöluflakki.	Menn velta	ennfremur	fyrir sér hvort ríkið standi í kennitöluflakki.	ɛnfrɛmʏr	Atviksorð	adv.	2K								ennfremur																		ennfremur.mp3	furthermore	此外	副词
upplifa	so	s	1349	1417.5	435720	Hann hafi verið búinn að	upplifa	svo margt í lífinu.	Hann hafi verið búinn að	upplifa	svo margt í lífinu.	ʏhplɪva	Sagnorð	v.	2K	upplifi	upplifir	upplifir	upplifði	upplifðir	upplifði	upplifað																			upplifa.mp3	experience	经验	动词
skýrt	ao	a	1348	1420	402609	Við höfum sagt það alveg	skýrt	.	Við höfum sagt það alveg	skýrt	.	scir̥t	Atviksorð	adv.	2K																								skýrar	skýrast	skýrt.mp3	clear, unambiguously	清晰的	副词
talsverður	lo	l	1348	1420	413443	Frumvarpið er sagt njóta	talsverðs	stuðnings.	Frumvarpið er sagt njóta	talsverðs	stuðnings.	tʰalsvɛrðʏr	Lýsingarorð	adj.	2K																					talsverður  --  talsverð -- talsvert					talsverður.mp3	considerable	大量的	形容词
upphæð	kvk	nv	1348	1420	126882		Upphæðin	hækkar um tæpa 3 milljarða milli ára.		Upphæðin	hækkar um tæpa 3 milljarða milli ára.	ʏhphaið	Nafnorð	f.	2K									upphæð	upphæð	upphæðar	upphæðir	upphæðir	upphæðum	upphæða											upphæð.mp3	sum, amount	总额，金额	名词
skyn	hk	nh	1346	1422.5	3315	Yfir 300 sjónaukar voru keyptir í þessu	skyni	.	Yfir 300 sjónaukar voru keyptir í þessu	skyni	.	scɪːn	Nafnorð	n.	2K									skyn	skyni	skyns															skyn.mp3	sense; understanding	感觉；理解	名词
svipur	kk	nk	1346	1422.5	6802	Tónlistarhátíðin setti skemmtilegan	svip	á miðbæ Reykjavíkur um helgina.	Tónlistarhátíðin setti skemmtilegan	svip	á miðbæ Reykjavíkur um helgina.	svɪːpʏr	Nafnorð	m.	2K									svip	svip	svips	svipir	svipi	svipum	svipa											svipur.mp3	(facial) expression; similarity, resemblance	表情；相似，类似	名词
keppa	so	s	1345	1424	434952	Íslenskur ljósmyndari	keppir	ásamt 11 öðrum í árlegri stjörnuljósmyndakeppni á Englandi.	Íslenskur ljósmyndari	keppir	ásamt 11 öðrum í árlegri stjörnuljósmyndakeppni á Englandi.	cʰɛhpa	Sagnorð	v.	2K	keppi	keppir	keppir	keppti	kepptir	keppti	keppt																			keppa.mp3	compete	竞争	动词
yfirmaður	kk	nk	1342	1425	89157		Yfirmenn	Landspítalans óttast áhrif þeirra aðgerða.		Yfirmenn	Landspítalans óttast áhrif þeirra aðgerða.	ɪːvɪrmaðʏr	Nafnorð	m.	2K									yfirmann	yfirmanni	yfirmanns	yfirmenn	yfirmenn	yfirmönnum	yfirmanna											yfirmaður.mp3	boss, head, commander	老板, 上司, 指挥官	名词
blaðamaður	kk	nk	1341	1426.5	87643	Og þrír	blaðamenn	eru tilnefndir til blaðamannaverðlauna ársins 2004.	Og þrír	blaðamenn	eru tilnefndir til blaðamannaverðlauna ársins 2004.	plaːðamaðʏr	Nafnorð	m.	2K									blaðamann	blaðamanni	blaðamanns	blaðamenn	blaðamenn	blaðamönnum	blaðamanna											blaðamaður.mp3	journalist	记者	名词
tré	hk	nh	1341	1426.5	3861	Áratuga gömul	tré	brotnuðu eða rifnuðu upp með rótum.	Áratuga gömul	tré	brotnuðu eða rifnuðu upp með rótum.	tʰrjɛː	Nafnorð	n.	2K									tré	tré	trés	tré	tré	trjám	trjáa											tré.mp3	tree	树	名词
skammt	ao	a	1338	1428	402514	Þyrlan hafði verið í æfingaflugi	skammt	frá Skógum þegar tilkynning barst.	Þyrlan hafði verið í æfingaflugi	skammt	frá Skógum þegar tilkynning barst.	skam̥t	Atviksorð	adv.	2K																								skemmra	skemmst	skammt.mp3	short, shortly	短，短时间	副词
sjálfsagt	ao	a	1337	1429	496232	Hann kemur	sjálfsagt	um svipað leyti.	Hann kemur	sjálfsagt	um svipað leyti.	sjaulfsaxt	Atviksorð	adv.	2K								sjálfsagt																		sjálfsagt.mp3	of course	当然	副词
árlega	ao	a	1335	1431	495115	Skógræktarfélag Íslands útnefnir	árlega	tré ársins.	Skógræktarfélag Íslands útnefnir	árlega	tré ársins.	aurlɛɣa	Atviksorð	adv.	2K								árlega																		árlega.mp3	annually	每年	副词
forða	so	s	1335	1431	420145	Nokkrir íbúar úr öðrum íbúðum	forðuðu	sér út til öryggis.	Nokkrir íbúar úr öðrum íbúðum	forðuðu	sér út til öryggis.	fɔrða	Sagnorð	v.	2K	forða	forðar	forðar	forðaði	forðaðir	forðaði	forðað																			forða.mp3	save, rescue, get away	拯救，离开	动词
tunga	kvk	nv	1335	1431	16658	Degi íslenskrar	tungu	var víða fagnað í dag.	Degi íslenskrar	tungu	var víða fagnað í dag.	tʰuŋka	Nafnorð	f.	2K									tungu	tungu	tungu	tungur	tungur	tungum	tungna											tunga.mp3	tongue; language	舌头；语言	名词
mjólk	kvk	nv	1326	1433.5	190861	Brauð og	mjólk	voru til dæmis uppseld í verslunum þar.	Brauð og	mjólk	voru til dæmis uppseld í verslunum þar.	mjoul̥k	Nafnorð	f.	2K									mjólk	mjólk	mjólkur															mjólk.mp3	milk	牛奶	名词
notandi	kk	nk	1326	1433.5	9958	Tilgangurinn er að bregðast við gagnrýni frá	notendum	.	Tilgangurinn er að bregðast við gagnrýni frá	notendum	.	nɔːtantɪ	Nafnorð	m.	2K									notanda	notanda	notanda	notendur	notendur	notendum	notenda											notandi.mp3	user	用户	名词
braut	kvk	nv	1322	1435.5	10443	Síðan hvarf hann á	braut	og er ófundinn.	Síðan hvarf hann á	braut	og er ófundinn.	prœiːt	Nafnorð	f.	2K									braut	braut	brautar	brautir	brautir	brautum	brauta											braut.mp3	road, course	道路，课程	名词
senn	ao	a	1322	1435.5	495741	Grænfáninn er veittur til tveggja ára í	senn	.	Grænfáninn er veittur til tveggja ára í	senn	.	sɛn	Atviksorð	adv.	2K								senn																		senn.mp3	soon	很快	副词
álag	hk	nh	1321	1437	470399	Búist er við miklu	álagi	hjá stofnuninni.	Búist er við miklu	álagi	hjá stofnuninni.	auːlaɣ	Nafnorð	n.	2K									álag	álagi	álags															álag.mp3	burden, pressure	负担，压力	名词
upplýsa	so	s	1317	1438	435529	Það bendir til að málið sé	upplýst	.	Það bendir til að málið sé	upplýst	.	ʏhplisa	Sagnorð	v.	2K	upplýsi	upplýsir	upplýsir	upplýsti	upplýstir	upplýsti	upplýst																			upplýsa.mp3	inform	通知	动词
farþegi	kk	nk	1316	1439.5	114144	Enginn	farþegi	var í vagninum.	Enginn	farþegi	var í vagninum.	far̥θeijɪ	Nafnorð	m.	2K									farþega	farþega	farþega	farþegar	farþega	farþegum	farþega											farþegi.mp3	passenger	乘客	名词
forysta	kvk	nv	1316	1439.5	15544		Forystan	var öll kosinn með lófaklappi.		Forystan	var öll kosinn með lófaklappi.	fɔːrɪsta	Nafnorð	f.	2K									forystu	forystu	forystu															forysta.mp3	lead, leadership	领导，领导地位	名词
frændi	kk	nk	1315	1441	10161	Hlaupið fara	frændurnir	til styrktar sjóðnum Blind börn á Íslandi.	Hlaupið fara	frændurnir	til styrktar sjóðnum Blind börn á Íslandi.	fraintɪ	Nafnorð	m.	2K									frænda	frænda	frænda	frændur	frændur	frændum	frænda											frændi.mp3	male relative	男性亲戚	名词
forstöðumaður	kk	nk	1309	1442	87897		Forstöðumaður	Litla-Hrauns segir fangelsið þar yfirfullt.		Forstöðumaður	Litla-Hrauns segir fangelsið þar yfirfullt.	fɔr̥stœðʏmaðʏr	Nafnorð	m.	2K									forstöðumann	forstöðumanni	forstöðumanns	forstöðumenn	forstöðumenn	forstöðumönnum	forstöðumanna											forstöðumaður.mp3	director, leader	主任，领导	名词
náttúrulega	ao	a	1308	1443	497553	Þannig að það er	náttúrulega	bara frábært.	Þannig að það er	náttúrulega	bara frábært.	nauhturʏlɛɣa	Atviksorð	adv.	2K								náttúrulega																		náttúrulega.mp3	naturally	自然地	副词
miðvikudagur	kk	nk	1307	1444.5	86971	Fyrsta úthlutun verður annan	miðvikudag	í ágúst.	Fyrsta úthlutun verður annan	miðvikudag	í ágúst.	mɪðvɪkʏtaɣʏr	Nafnorð	m.	2K									miðvikudag	miðvikudegi	miðvikudags	miðvikudagar	miðvikudaga	miðvikudögum	miðvikudaga											miðvikudagur.mp3	Wednesday	周三	名词
viðurkenning	kvk	nv	1307	1444.5	133307	Hann hefur hlotið fjölda	viðurkenninga	fyrir störf sín.	Hann hefur hlotið fjölda	viðurkenninga	fyrir störf sín.	vɪːðʏr̥cʰɛniŋk	Nafnorð	f.	2K									viðurkenningu	viðurkenningu	viðurkenningar	viðurkenningar	viðurkenningar	viðurkenningum	viðurkenninga											viðurkenning.mp3	recognition	承认，认可；赞誉，奖赏	名词
lækkun	kvk	nv	1306	1446	393698	Spáð er áframhaldandi	lækkun	íbúðaverðs til ársloka 2010.	Spáð er áframhaldandi	lækkun	íbúðaverðs til ársloka 2010.	laihkʏn	Nafnorð	f.	2K									lækkun	lækkun	lækkunar	lækkanir	lækkanir	lækkunum	lækkana											lækkun.mp3	reduction	减少	名词
kveikja	so	s	1305	1447	434991	Grunur leikur á að	kveikt	hafi verið í húsinu.	Grunur leikur á að	kveikt	hafi verið í húsinu.	kʰveiːca	Sagnorð	v.	2K	kveiki	kveikir	kveikir	kveikti	kveiktir	kveikti	kveikt																			kveikja.mp3	turn on	打开（灯，电视机等）	动词
áðan	ao	a	1304	1448	495474	Úrskurðurinn var kveðinn nú rétt	áðan	.	Úrskurðurinn var kveðinn nú rétt	áðan	.	auːðan	Atviksorð	adv.	2K								áðan																		áðan.mp3	earlier, a little while ago	早些时候，不久前	副词
æfing	kvk	nv	1301	1449.5	12229	Alls taka um 300 manns þátt í	æfingunni	.	Alls taka um 300 manns þátt í	æfingunni	.	aiːviŋk	Nafnorð	f.	2K									æfingu	æfingu	æfingar	æfingar	æfingar	æfingum	æfinga											æfing.mp3	exercise	锻炼	名词
reglulega	ao	a	1301	1449.5	497629	Hópur fólks hittist	reglulega	í Laugardal til að læra hafnabolta.	Hópur fólks hittist	reglulega	í Laugardal til að læra hafnabolta.	rɛklʏlɛɣa	Atviksorð	adv.	2K								reglulega																		reglulega.mp3	regularly	经常	副词
sambúð	kvk	nv	1300	1451	117901	Faðirinn og móðir stúlkunnar eru í	sambúð	.	Faðirinn og móðir stúlkunnar eru í	sambúð	.	sampuð	Nafnorð	f.	2K									sambúð	sambúð	sambúðar	sambúðir	sambúðir	sambúðum	sambúða											sambúð.mp3	cohabitation	同居	名词
þorskur	kk	nk	1299	1452	6433	Aflinn er að mestu	þorskur	.	Aflinn er að mestu	þorskur	.	θɔr̥skʏr	Nafnorð	m.	2K									þorsk	þorski	þorsks	þorskar	þorska	þorskum	þorska											þorskur.mp3	cod	鳕鱼	名词
þegar	ao	a	1298	1453	495860	Eitt tilfelli hefur	þegar	verið staðfest.	Eitt tilfelli hefur	þegar	verið staðfest.	θɛːɣar	Atviksorð	adv.	2K								þegar																		þegar.mp3	when	...的时候	副词
hamingja	kvk	nv	1297	1454	416532	Til	hamingju	með daginn og kvöldið.	Til	hamingju	með daginn og kvöldið.	haːmiɲca	Nafnorð	f.	2K									hamingju	hamingju	hamingju															hamingja.mp3	happiness	幸福	名词
stjórnmál	hk	nh	1295	1455	473639	Þá hyggst hún draga sig í hlé frá	stjórnmálum	vegna veikinda.	Þá hyggst hún draga sig í hlé frá	stjórnmálum	vegna veikinda.	stjourtnmaul	Nafnorð	n.	2K												stjórnmál	stjórnmál	stjórnmálum	stjórnmála											stjórnmál.mp3	politics	政治	名词
áhætta	kvk	nv	1293	1456.5	146417	Viðskiptavinirnir tóku því enga persónulega	áhættu	.	Viðskiptavinirnir tóku því enga persónulega	áhættu	.	auːhaihta	Nafnorð	f.	2K									áhættu	áhættu	áhættu															áhætta.mp3	risk	风险	名词
diskur	kk	nk	1293	1456.5	6437	Fallegt salat er sett í miðjuna á	diskinum	.	Fallegt salat er sett í miðjuna á	diskinum	.	tɪskʏr	Nafnorð	m.	2K									disk	diski	disks	diskar	diska	diskum	diska											diskur.mp3	plate; disk	盘子；磁盘	名词
rífa	so	s	1292	1458	434314	Úlpan hans var líka	rifin	.	Úlpan hans var líka	rifin	.	riːva	Sagnorð	v.	2K	ríf	rífur	rífur	reif	reifst	reif	rifið																			rífa.mp3	tear, rip	撕裂	动词
ferskur	lo	l	1290	1459	408858	Mikil eftirspurn er eftir	ferskum	fiski um þessar mundir í Bretlandi.	Mikil eftirspurn er eftir	ferskum	fiski um þessar mundir í Bretlandi.	fɛr̥skʏr	Lýsingarorð	adj.	2K																					ferskur  --  fersk -- ferskt	ferskari -- ferskari -- ferskara	ferskastur -- ferskust -- ferskast			ferskur.mp3	fresh	新鲜的	形容词
úrslit	hk	nh	1288	1460	474939		Úrslitin	verða síðan kynnt á sjötta tímanum.		Úrslitin	verða síðan kynnt á sjötta tímanum.	ur̥stlɪt	Nafnorð	n.	2K												úrslit	úrslit	úrslitum	úrslita											úrslit.mp3	result; finals	结果；决赛	名词
munnur	kk	nk	1286	1461	6149	Hann segist hafa verið með hjartað í	munninum	af spennu.	Hann segist hafa verið með hjartað í	munninum	af spennu.	mʏnʏr	Nafnorð	m.	2K									munn	munni	munns	munnar	munna	munnum	munna											munnur.mp3	mouth	嘴	名词
stöðugur	lo	l	1283	1462	168248	Horfur eru sagðar	stöðugar	.	Horfur eru sagðar	stöðugar	.	stœːðʏɣʏr	Lýsingarorð	adj.	2K																					stöðugur  --  stöðug -- stöðugt	stöðugri -- stöðugri -- stöðugra	stöðugastur -- stöðugust -- stöðugast			stöðugur.mp3	stable	稳定的	形容词
fast	ao	a	1280	1463.5	400738	Skipið situr nú	fast	800 metra frá landi.	Skipið situr nú	fast	800 metra frá landi.	fast	Atviksorð	adv.	2K																								fastar	fastast	fast.mp3	hard	难的	副词
vernda	so	s	1280	1463.5	424206	Í ljósi þess þykir rétt að	vernda	svæðið.	Í ljósi þess þykir rétt að	vernda	svæðið.	vɛrnta	Sagnorð	v.	2K	vernda	verndar	verndar	verndaði	verndaðir	verndaði	verndað																			vernda.mp3	protect	保护	动词
árgangur	kk	nk	1279	1465	94887	Það er ekki ókeypis að kaupa Kindle tölvur fyrir heilan	árgang	.	Það er ekki ókeypis að kaupa Kindle tölvur fyrir heilan	árgang	.	aurkauŋkʏr	Nafnorð	m.	2K									árgang	árgangi	árgangs	árgangar	árganga	árgöngum	árganga											árgangur.mp3	year, class, volume	年，班级，（成套书籍中的）卷，册	名词
her	kk	nk	1278	1466	5630	Þetta staðfestir talsmaður bandaríska	hersins	.	Þetta staðfestir talsmaður bandaríska	hersins	.	hɛːr	Nafnorð	m.	2K									her	her	hers	herir	heri	herjum	herja											her.mp3	military	军队	名词
framkvæma	so	s	1277	1469	434700	Nýja könnunin var	framkvæmd	dagana 6. til 11. maí.	Nýja könnunin var	framkvæmd	dagana 6. til 11. maí.	framkʰvaima	Sagnorð	v.	2K	framkvæmi	framkvæmir	framkvæmir	framkvæmdi	framkvæmdir	framkvæmdi	framkvæmt																			framkvæma.mp3	perform, carry out	执行	动词
stafur	kk	nk	1277	1469	6854	Hún hefur litla sem enga sjón og gengur við hvítan	staf	.	Hún hefur litla sem enga sjón og gengur við hvítan	staf	.	staːvʏr	Nafnorð	m.	2K									staf	staf	stafs	stafir	stafi	stöfum	stafa											stafur.mp3	letter; stick	字母；棍，杖	名词
takmarka	so	s	1277	1469	424803		Takmarka	þarf fjölda ferðamanna og stýra umferðinni.		Takmarka	þarf fjölda ferðamanna og stýra umferðinni.	tʰakmar̥ka	Sagnorð	v.	2K	takmarka	takmarkar	takmarkar	takmarkaði	takmarkaðir	takmarkaði	takmarkað																			takmarka.mp3	limit	限制	动词
útlit	hk	nh	1277	1469	474944	Það er	útlit	fyrir hvít jól um allt land þetta árið.	Það er	útlit	fyrir hvít jól um allt land þetta árið.	uːtlɪt	Nafnorð	n.	2K									útlit	útliti	útlits															útlit.mp3	appearance	外貌	名词
